Country,Region,Happiness Rank,Score,Standard Error,GDP,Family,Healthy life expectancy,Freedom,Trust Government Corruption,Generosity,Dystopia Residual,Year,Lower Confidence Interval,Upper Confidence Interval,Whisker.high,Whisker.low,Dystopia Residual,Social Support,Perceptions of corruption
Mauritius,0,57,5.888,0.0,1.12,0.0,0.7979999999999999,0.498,0.0,0.215,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.402,0.06
Japan,0,58,5.886,0.0,1.327,0.0,1.088,0.445,0.0,0.069,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.419,0.14
Honduras,0,59,5.86,0.0,0.642,0.0,0.828,0.507,0.0,0.24600000000000002,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.236,0.078
Kazakhstan,0,60,5.809,0.0,1.173,0.0,0.7290000000000001,0.41,0.0,0.146,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.508,0.096
Bolivia,0,61,5.779,0.0,0.7759999999999999,0.0,0.706,0.511,0.0,0.13699999999999998,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.209,0.064
Hungary,0,62,5.757999999999999,0.0,1.2009999999999998,0.0,0.828,0.19899999999999998,0.0,0.081,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.41,0.02
Paraguay,0,63,5.742999999999999,0.0,0.855,0.0,0.777,0.514,0.0,0.184,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.475,0.08
Northern Cyprus,0,64,5.718,0.0,1.263,0.0,1.042,0.41700000000000004,0.0,0.191,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.252,0.162
Peru,0,65,5.697,0.0,0.96,0.0,0.8540000000000001,0.455,0.0,0.083,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.274,0.027000000000000003
Portugal,0,66,5.693,0.0,1.2209999999999999,0.0,0.9990000000000001,0.508,0.0,0.047,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.431,0.025
Pakistan,0,67,5.653,0.0,0.677,0.0,0.535,0.313,0.0,0.22,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.8859999999999999,0.098
Russia,0,68,5.648,0.0,1.183,0.0,0.726,0.33399999999999996,0.0,0.08199999999999999,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.452,0.031
Philippines,0,69,5.631,0.0,0.807,0.0,0.657,0.5579999999999999,0.0,0.11699999999999999,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.2930000000000001,0.107
Serbia,0,70,5.603,0.0,1.004,0.0,0.8540000000000001,0.282,0.0,0.13699999999999998,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.383,0.039
Moldova,0,71,5.529,0.0,0.685,0.0,0.7390000000000001,0.245,0.0,0.18100000000000002,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.328,0.0
Libya,0,72,5.525,0.0,1.044,0.0,0.6729999999999999,0.41600000000000004,0.0,0.133,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.3030000000000002,0.152
Montenegro,0,73,5.523,0.0,1.051,0.0,0.871,0.19699999999999998,0.0,0.142,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.361,0.08
Tajikistan,0,74,5.4670000000000005,0.0,0.493,0.0,0.718,0.389,0.0,0.23,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.0979999999999999,0.14400000000000002
Croatia,0,75,5.432,0.0,1.155,0.0,0.914,0.29600000000000004,0.0,0.11900000000000001,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.266,0.022000000000000002
Hong Kong,0,76,5.43,0.0,1.4380000000000002,0.0,1.122,0.44,0.0,0.258,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.2770000000000001,0.287
Dominican Republic,0,77,5.425,0.0,1.015,0.0,0.779,0.49700000000000005,0.0,0.113,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.401,0.10099999999999999
Bosnia and Herzegovina,0,78,5.386,0.0,0.945,0.0,0.845,0.212,0.0,0.263,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.212,0.006
Turkey,0,79,5.372999999999999,0.0,1.183,0.0,0.8079999999999999,0.195,0.0,0.083,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.36,0.106
Malaysia,0,80,5.3389999999999995,0.0,1.2209999999999999,0.0,0.828,0.508,0.0,0.26,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.171,0.024
Belarus,0,81,5.3229999999999995,0.0,1.067,0.0,0.789,0.235,0.0,0.094,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.465,0.142
Greece,0,82,5.287000000000001,0.0,1.181,0.0,0.9990000000000001,0.067,0.0,0.0,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.156,0.034
Mongolia,0,83,5.285,0.0,0.948,0.0,0.667,0.317,0.0,0.235,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.531,0.038
North Macedonia,0,84,5.274,0.0,0.983,0.0,0.838,0.345,0.0,0.185,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.294,0.034
Nigeria,0,85,5.265,0.0,0.696,0.0,0.245,0.426,0.0,0.215,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.111,0.040999999999999995
Kyrgyzstan,0,86,5.261,0.0,0.551,0.0,0.723,0.508,0.0,0.3,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.4380000000000002,0.023
Turkmenistan,0,87,5.247000000000001,0.0,1.052,0.0,0.657,0.39399999999999996,0.0,0.244,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.538,0.027999999999999997
Algeria,0,88,5.211,0.0,1.002,0.0,0.785,0.086,0.0,0.073,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.16,0.114
Morocco,0,89,5.207999999999999,0.0,0.8009999999999999,0.0,0.782,0.418,0.0,0.036000000000000004,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.782,0.076
Azerbaijan,0,90,5.207999999999999,0.0,1.043,0.0,0.769,0.35100000000000003,0.0,0.035,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.147,0.182
Lebanon,0,91,5.197,0.0,0.987,0.0,0.815,0.21600000000000003,0.0,0.166,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.224,0.027000000000000003
Indonesia,0,92,5.192,0.0,0.9309999999999999,0.0,0.66,0.491,0.0,0.498,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.203,0.027999999999999997
China,0,93,5.191,0.0,1.0290000000000001,0.0,0.893,0.521,0.0,0.057999999999999996,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.125,0.1
Vietnam,0,94,5.175,0.0,0.741,0.0,0.851,0.5429999999999999,0.0,0.147,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.3459999999999999,0.073
Bhutan,0,95,5.082,0.0,0.813,0.0,0.604,0.457,0.0,0.37,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.321,0.16699999999999998
Cameroon,0,96,5.044,0.0,0.5489999999999999,0.0,0.331,0.381,0.0,0.187,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.91,0.037000000000000005
Bulgaria,0,97,5.011,0.0,1.092,0.0,0.815,0.311,0.0,0.081,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.5130000000000001,0.004
Ghana,0,98,4.996,0.0,0.611,0.0,0.486,0.381,0.0,0.245,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.868,0.04
Ivory Coast,0,99,4.944,0.0,0.569,0.0,0.23199999999999998,0.35200000000000004,0.0,0.154,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.8079999999999999,0.09
Nepal,0,100,4.913,0.0,0.446,0.0,0.677,0.439,0.0,0.285,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.226,0.08900000000000001
Jordan,0,101,4.906000000000001,0.0,0.8370000000000001,0.0,0.815,0.38299999999999995,0.0,0.11,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.225,0.13
Benin,0,102,4.883,0.0,0.39299999999999996,0.0,0.397,0.349,0.0,0.175,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.43700000000000006,0.08199999999999999
Congo (Brazzaville),0,103,4.812,0.0,0.6729999999999999,0.0,0.508,0.37200000000000005,0.0,0.105,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.799,0.09300000000000001
Gabon,0,104,4.7989999999999995,0.0,1.057,0.0,0.5710000000000001,0.295,0.0,0.043,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.183,0.055
Laos,0,105,4.796,0.0,0.764,0.0,0.551,0.547,0.0,0.266,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.03,0.16399999999999998
South Africa,0,106,4.7219999999999995,0.0,0.96,0.0,0.469,0.389,0.0,0.13,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.351,0.055
Albania,0,107,4.718999999999999,0.0,0.9470000000000001,0.0,0.8740000000000001,0.38299999999999995,0.0,0.17800000000000002,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.848,0.027000000000000003
Venezuela,0,108,4.707,0.0,0.96,0.0,0.805,0.154,0.0,0.064,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.4269999999999998,0.047
Cambodia,0,109,4.7,0.0,0.574,0.0,0.637,0.609,0.0,0.23199999999999998,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.122,0.062
Palestinian Territories,0,110,4.696000000000001,0.0,0.657,0.0,0.672,0.225,0.0,0.10300000000000001,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.247,0.066
Senegal,0,111,4.681,0.0,0.45,0.0,0.5710000000000001,0.292,0.0,0.153,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.1340000000000001,0.07200000000000001
Somalia,0,112,4.668,0.0,0.0,0.0,0.268,0.5589999999999999,0.0,0.243,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.698,0.27
Namibia,0,113,4.638999999999999,0.0,0.879,0.0,0.47700000000000004,0.401,0.0,0.07,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.3130000000000002,0.055999999999999994
Niger,0,114,4.628,0.0,0.138,0.0,0.366,0.318,0.0,0.188,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.774,0.102
Burkina Faso,0,115,4.587,0.0,0.331,0.0,0.38,0.255,0.0,0.177,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.056,0.113
Armenia,0,116,4.559,0.0,0.85,0.0,0.815,0.28300000000000003,0.0,0.095,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.055,0.064
Iran,0,117,4.548,0.0,1.1,0.0,0.785,0.305,0.0,0.27,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.8420000000000001,0.125
Guinea,0,118,4.534,0.0,0.38,0.0,0.375,0.332,0.0,0.207,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.8290000000000001,0.086
Georgia,0,119,4.519,0.0,0.8859999999999999,0.0,0.752,0.34600000000000003,0.0,0.043,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.6659999999999999,0.16399999999999998
Gambia,0,120,4.516,0.0,0.308,0.0,0.428,0.382,0.0,0.26899999999999996,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.9390000000000001,0.16699999999999998
Kenya,0,121,4.5089999999999995,0.0,0.512,0.0,0.581,0.431,0.0,0.37200000000000005,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.983,0.053
Mauritania,0,122,4.49,0.0,0.57,0.0,0.489,0.066,0.0,0.106,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.167,0.08800000000000001
Mozambique,0,123,4.466,0.0,0.204,0.0,0.39,0.494,0.0,0.19699999999999998,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.986,0.138
Tunisia,0,124,4.461,0.0,0.9209999999999999,0.0,0.815,0.16699999999999998,0.0,0.059000000000000004,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.0,0.055
Bangladesh,0,125,4.456,0.0,0.562,0.0,0.723,0.527,0.0,0.166,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.9279999999999999,0.14300000000000002
Iraq,0,126,4.437,0.0,1.043,0.0,0.574,0.24100000000000002,0.0,0.14800000000000002,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.98,0.08900000000000001
Congo (Kinshasa),0,127,4.418,0.0,0.094,0.0,0.35700000000000004,0.26899999999999996,0.0,0.212,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.125,0.053
Mali,0,128,4.39,0.0,0.385,0.0,0.308,0.327,0.0,0.153,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.105,0.052000000000000005
Sierra Leone,0,129,4.374,0.0,0.268,0.0,0.242,0.309,0.0,0.252,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.841,0.045
Sri Lanka,0,130,4.3660000000000005,0.0,0.9490000000000001,0.0,0.831,0.47,0.0,0.244,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.265,0.047
Myanmar,0,131,4.36,0.0,0.71,0.0,0.555,0.525,0.0,0.5660000000000001,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.181,0.172
Chad,0,132,4.35,0.0,0.35,0.0,0.192,0.174,0.0,0.198,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.7659999999999999,0.078
Ukraine,0,133,4.332,0.0,0.82,0.0,0.7390000000000001,0.17800000000000002,0.0,0.187,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.39,0.01
Ethiopia,0,134,4.2860000000000005,0.0,0.336,0.0,0.532,0.344,0.0,0.209,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.033,0.1
Swaziland,0,135,4.212,0.0,0.8109999999999999,0.0,0.0,0.313,0.0,0.07400000000000001,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.149,0.135
Uganda,0,136,4.189,0.0,0.332,0.0,0.44299999999999995,0.35600000000000004,0.0,0.252,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.069,0.06
Egypt,0,137,4.166,0.0,0.9129999999999999,0.0,0.644,0.24100000000000002,0.0,0.076,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.0390000000000001,0.067
Zambia,0,138,4.107,0.0,0.578,0.0,0.426,0.431,0.0,0.247,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.058,0.087
Togo,0,139,4.085,0.0,0.275,0.0,0.41,0.293,0.0,0.177,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.5720000000000001,0.085
India,0,140,4.015,0.0,0.755,0.0,0.588,0.498,0.0,0.2,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.765,0.085
Liberia,0,141,3.975,0.0,0.073,0.0,0.44299999999999995,0.37,0.0,0.233,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.922,0.033
Comoros,0,142,3.9730000000000003,0.0,0.27399999999999997,0.0,0.505,0.142,0.0,0.275,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.757,0.078
Madagascar,0,143,3.9330000000000003,0.0,0.27399999999999997,0.0,0.555,0.14800000000000002,0.0,0.16899999999999998,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.9159999999999999,0.040999999999999995
Lesotho,0,144,3.802,0.0,0.489,0.0,0.168,0.359,0.0,0.107,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.169,0.09300000000000001
Burundi,0,145,3.775,0.0,0.046,0.0,0.38,0.22,0.0,0.17600000000000002,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.447,0.18
Zimbabwe,0,146,3.6630000000000003,0.0,0.366,0.0,0.433,0.361,0.0,0.151,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.114,0.08900000000000001
Haiti,0,147,3.597,0.0,0.32299999999999995,0.0,0.449,0.026000000000000002,0.0,0.419,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.688,0.11
Botswana,0,148,3.488,0.0,1.041,0.0,0.5379999999999999,0.455,0.0,0.025,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.145,0.1
Syria,0,149,3.4619999999999997,0.0,0.619,0.0,0.44,0.013000000000000001,0.0,0.331,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.37799999999999995,0.141
Malawi,0,150,3.41,0.0,0.191,0.0,0.495,0.44299999999999995,0.0,0.218,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.56,0.08900000000000001
Yemen,0,151,3.38,0.0,0.287,0.0,0.46299999999999997,0.14300000000000002,0.0,0.10800000000000001,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.163,0.077
Rwanda,0,152,3.3339999999999996,0.0,0.359,0.0,0.614,0.555,0.0,0.217,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.711,0.41100000000000003
Tanzania,0,153,3.2310000000000003,0.0,0.47600000000000003,0.0,0.499,0.41700000000000004,0.0,0.276,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.885,0.147
Afghanistan,0,154,3.2030000000000003,0.0,0.35,0.0,0.361,0.0,0.0,0.158,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.517,0.025
Central African Republic,0,155,3.083,0.0,0.026000000000000002,0.0,0.105,0.225,0.0,0.235,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.035
South Sudan,0,156,2.853,0.0,0.306,0.0,0.295,0.01,0.0,0.20199999999999999,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.575,0.091
